cor_texto,cor_fundo,contraste,contraste_deuteranopia,luminancia_texto,luminancia_fundo,distancia_rgb,distancia_hsv,boa_acessibilidade
#ffff00,#ffc0cb,1.4322318222624262,1.1397325086423986,0.9278,0.6327107070246613,0.8335340012142967,0.7779750703997301,0
#000080,#0087be,3.9712740028160707,1.794004415621207,0.015585128108223528,0.21045651422754966,0.5825740651026766,0.27044273040263483,0
#556b2f,#008080,1.2461451602017277,1.7801303786452816,0.1265192088488916,0.16996855778968425,0.4677528963146728,0.5232872636206357,0
#228b22,#c0c0c0,2.412606745423934,5.415416810156171,0.18920812076002244,0.5271151257058131,0.900570112905354,0.8514296913984472,0
#cd5c5c,#ff00ff,1.2678871802250127,1.1171560998530397,0.21406134963883997,0.2848,0.7597425655176132,0.5173281891233856,0
#808000,#228b22,1.046266202044019,2.3618587692676325,0.20027537200567572,0.18920812076002244,0.39436632482319783,0.2991151487497136,0
#808000,#ff0000,1.0492442700037012,1.7659645316658101,0.20027537200567572,0.2126,0.707112218357348,0.5251864793948691,0
#808080,#2f4f4f,2.2605618382351693,2.8339777015734193,0.21586050011389923,0.06760815192804356,0.4180289150038734,0.6715657300135196,0
#800000,#ff0000,2.7384991234418585,3.186226536459605,0.045891942324214986,0.2126,0.4980392156862745,0.4980392156862745,0
#483d8b,#556b2f,1.5244396748080464,1.3087930522531694,0.06579284622798763,0.1265192088488916,0.40657797735789086,0.4791193887580495,0
#808000,#ffffff,4.195378840456536,4.171620625584788,0.20027537200567572,1.0,1.223145993216999,1.1295223938192536,0
#8b4513,#daa520,3.1719343574945036,2.771766901405845,0.09792228502052074,0.4191997780956843,0.49021176445491005,0.3139325355866228,0
#bdb76b,#dc143c,2.411693000887837,1.450599479560994,0.45747326349994166,0.1604219995302558,0.6762744813785178,0.5252539453133257,0
#008000,#a52a2a,1.3788794846613623,3.417122760148103,0.15438342968146074,0.09822428787651086,0.7480334335345618,0.44379943727442916,0
#ffc0cb,#ff4500,2.23720426583704,1.531061543929529,0.6327107070246613,0.2551624375341642,0.9308089109791385,0.7565882914538722,0
#483d8b,#00ff00,6.608352976257076,1.1314854519733946,0.06579284622798763,0.7152,0.9775724156084572,0.7258493279750936,0
#0000ff,#ffa500,4.351085682185731,9.244574124678433,0.0722,0.48170267036309633,1.5552122431061512,0.4411764705882353,0
#008000,#a52a2a,1.3788794846613623,3.417122760148103,0.15438342968146074,0.09822428787651086,0.7480334335345618,0.44379943727442916,0
#ff00ff,#8b0000,3.191925244277799,3.0517403146424846,0.2848,0.05488967453113127,1.0986062961431695,0.4844724674356543,0
#00ffff,#808000,3.3459145152364793,1.2632691866332968,0.7874,0.20027537200567572,1.2247480105516604,0.5992947283870521,0
#000080,#696969,2.9162600829972254,3.3371180309098745,0.015585128108223528,0.14126329114027164,0.5892670689807462,1.0579444426223474,0
#a52a2a,#daa520,3.165471629633233,2.435446897970912,0.09822428787651086,0.4191997780956843,0.5266887122537681,0.2627033599051046,0
#800080,#dc143c,1.8875809950332665,2.4775248485349675,0.06147707043243851,0.1604219995302558,0.4554425455986817,0.39523102309670494,0
#800080,#008080,1.9732179625495074,1.707428136362791,0.06147707043243851,0.16996855778968425,0.7098797489559064,0.33333333333333337,0
#ffff00,#00ffff,1.1676618103654168,4.934052200794469,0.9278,0.7874,1.4142135623730951,0.33333333333333337,0
#483d8b,#00ced1,4.641570228670975,1.245835801400568,0.06579284622798763,0.4874606277449036,0.6916762203867644,0.5506403624735461,0
#cd5c5c,#00ff00,2.897811440585961,3.2254387697152467,0.21406134963883997,0.7152,1.0886008924827255,0.5924202803711355,0
#ff00ff,#ffff00,2.9205495818399045,2.0616752079879026,0.2848,0.9278,1.4142135623730951,0.33333333333333326,0
#c0c0c0,#228b22,2.412606745423934,5.415416810156171,0.5271151257058131,0.18920812076002244,0.900570112905354,0.8514296913984472,0
#dc143c,#00ffff,3.979621911536837,1.8256245864150884,0.1604219995302558,0.7874,1.4759379816908873,0.49485467432364383,0
#ff00ff,#00ced1,1.6053184819142883,3.2725842088850756,0.2848,0.4874606277449036,1.2981339933409939,0.3769128126625058,0
#ffc0cb,#c0c0c0,1.1829714325884364,1.4946067421844804,0.6327107070246613,0.5271151257058131,0.2507965012599135,0.35060371555561815,0
#228b22,#c0c0c0,2.412606745423934,5.415416810156171,0.18920812076002244,0.5271151257058131,0.900570112905354,0.8514296913984472,0
#000000,#556b2f,3.530384176977832,3.061409464059076,0.0,0.1265192088488916,0.5667039814025358,0.7364722671289381,0
#ff0000,#483d8b,2.267843036546142,3.800546284389824,0.2126,0.06579284622798763,0.9324019079531277,0.7039305474142061,0
#ffd700,#8b0000,7.1371064657027,5.63209121991778,0.6986087742815887,0.05488967453113127,0.9580272566733304,0.4761118277813433,1
#00ffff,#800080,7.511858687634892,1.3570834151614881,0.7874,0.06147707043243851,1.2247480105516604,0.5992947283870521,0
#ff0000,#696969,1.3729764788341448,2.3239931585220694,0.2126,0.14126329114027164,0.8277204282041347,1.160181348430354,0
#2f4f4f,#8b4513,1.2577553732076696,2.298912770672539,0.06760815192804356,0.09792228502052074,0.4325118644380309,0.6713649238589946,0
#696969,#808080,1.3900236607291168,1.3900236607291168,0.14126329114027164,0.21586050011389923,0.15622419048660466,0.09019607843137256,0
#ffd700,#ffc0cb,1.096524144969279,1.0202457461032046,0.6986087742815887,0.6327107070246613,0.8011717677633033,0.7718111911087628,0
#8b4513,#228b22,1.6171202380144274,2.023714825053093,0.09792228502052074,0.18920812076002244,0.4983633343976013,0.28510122000796195,0
#808000,#ffffff,4.195378840456536,4.171620625584788,0.20027537200567572,1.0,1.223145993216999,1.1295223938192536,0
#bdb76b,#daa520,1.0815718318529388,1.1328932850346647,0.45747326349994166,0.4191997780956843,0.3231429658737673,0.4359271917727358,0
#c0c0c0,#00ced1,1.0737812146859822,3.960784429763283,0.5271151257058131,0.4874606277449036,0.7578780145691787,1.118953896842507,0
#00ff00,#ffa500,1.4391501917367648,5.7524582674446405,0.7152,0.48170267036309633,1.0604562574894085,0.22549019607843135,0
#008080,#cd5c5c,1.200450429335058,4.963849517020916,0.16996855778968425,0.21406134963883997,0.8283426103973663,0.7366031777678838,0
#ff0000,#ff4500,1.1620808740828796,1.2674483660081974,0.2126,0.2551624375341642,0.27058823529411763,0.04509803921568626,0
#4169e1,#ff4500,1.4086667075891233,3.5912623606841123,0.16663210743188323,0.2551624375341642,1.1634640504517444,0.5232398906105573,0
#000000,#ffa500,10.634053407261927,15.224845376596742,0.0,0.48170267036309633,1.1910856900774462,1.4183194782040396,1
#4169e1,#dc143c,1.0295126361097737,2.318731457701579,0.16663210743188323,0.1604219995302558,0.9482982187720586,0.39536891510553523,0
#bdb76b,#000000,10.149465269998833,10.553039868233393,0.45747326349994166,0.0,1.1137462025138378,0.87260565560707,1
#ffd700,#008080,3.4032535458878925,10.234215875647209,0.6986087742815887,0.16996855778968425,1.1697717781994466,0.6142205330109733,0
#556b2f,#ff0000,1.4876567922123276,2.9038557912933176,0.1265192088488916,0.2126,0.8090035450298219,0.7626797406990201,0
#000000,#8b0000,2.097793490622625,3.125032239321269,0.0,0.05488967453113127,0.5450980392156862,1.138916973425537,0
#800000,#008000,2.1313931570019835,1.942193424789478,0.045891942324214986,0.15438342968146074,0.7098797489559064,0.3333333333333333,0
#daa520,#ff0000,1.786747060531928,1.344838445622967,0.4191997780956843,0.2126,0.6748972895213807,0.2383343847201708,0
#696969,#daa520,2.453161687736385,3.1253953469452296,0.14126329114027164,0.4191997780956843,0.5776565099129662,0.9687840228793902,0
#8b4513,#800080,1.3269301430931495,1.4689189532270632,0.09792228502052074,0.06147707043243851,0.5077333517490037,0.2762129842343631,0
#ffc0cb,#000000,13.654214140493226,17.251203157931045,0.6327107070246613,0.0,1.4834625995020876,1.0304779973767844,1
#2f4f4f,#483d8b,1.0156771835151346,1.2467031457774247,0.06760815192804356,0.06579284622798763,0.26449519574772146,0.3404287089050277,0
#808000,#ff4500,1.219306698412354,2.238268860088263,0.20027537200567572,0.2551624375341642,0.5491596460058135,0.5126616735642667,0
#dc143c,#cd5c5c,1.2549132230865983,1.1734326129120234,0.1604219995302558,0.21406134963883997,0.3145332737807931,0.3642022177852709,0
#0000ff,#ffc0cb,5.586830663049601,10.474984959684976,0.0722,0.6327107070246613,1.2682682765788924,0.812082516987202,1
#000000,#00ff00,15.303999999999998,2.6466676799308497,0.0,0.7152,1.0,1.4529663145135578,0
#0000ff,#ff0000,2.148936170212766,5.397970215110491,0.0722,0.2126,1.4142135623730951,0.33333333333333337,0
#ffa500,#ffc0cb,1.284008422523894,1.1330954588510416,0.48170267036309633,0.6327107070246613,0.8030889997758268,0.7652933966654756,0
#ffffff,#a52a2a,7.0838592989212374,4.277907384532211,1.0,0.09822428787651086,1.2328828005937953,0.824784792165378,1
#bdb76b,#8b4513,3.4306748535526053,2.4466266487942274,0.45747326349994166,0.09792228502052074,0.597830243142259,0.47968845615958133,0
#daa520,#ffd700,1.5955011260233896,1.472168770975721,0.4191997780956843,0.6986087742815887,0.27431365541212016,0.2074997682737564,0
#00ced1,#dc143c,2.5542035953689535,2.4964266779535764,0.4874606277449036,0.1604219995302558,1.2719249806801807,0.4750536093915436,0
#c0c0c0,#8b0000,5.502115706675449,3.6934987002320185,0.5271151257058131,0.05488967453113127,1.0849145589187135,1.021371024507725,1
#800000,#c0c0c0,6.018390197526303,4.136877277015687,0.045891942324214986,0.5271151257058131,1.0939981662219729,1.0310146251373995,1
#000080,#228b22,3.6472921172815216,1.859390086641423,0.015585128108223528,0.18920812076002244,0.6714133211002482,0.41569604946991817,0
#8b0000,#8b4513,1.4102654592241812,1.380242433408983,0.05488967453113127,0.09792228502052074,0.28065940917777077,0.15331948334523524,0
